work_order_id,property_id,tenant_id,opened_date,closed_date,work_order_category,priority,status,sla_days,days_to_close,overdue_flag,estimated_cost,vendor_id,vendor_name,synthetic_record
WO-0001286,PROP-0061,,2025-12-14,2025-12-16,Janitorial,Medium,Closed,7,2,False,393.09,VEND-009,Guardian Security,True
WO-0001287,PROP-0061,TEN-00749,2025-12-08,2025-12-18,Preventive Maintenance,Low,Closed,14,10,False,264.63,VEND-012,Sparkle Janitorial,True
WO-0001288,PROP-0061,TEN-00741,2025-12-17,,Plumbing,Medium,Open,7,,False,811.49,VEND-009,Guardian Security,True
WO-0001289,PROP-0062,,2025-02-01,2025-02-08,Security,Medium,Closed,7,7,False,1153.73,VEND-002,Skyline Maintenance,True
WO-0001290,PROP-0062,,2025-02-26,,HVAC,Medium,In Progress,7,,False,346.33,VEND-002,Skyline Maintenance,True
WO-0001291,PROP-0062,,2025-03-18,2025-03-20,Plumbing,Low,Closed,14,2,False,297.65,VEND-009,Guardian Security,True
WO-0001292,PROP-0062,TEN-00758,2025-03-04,,Preventive Maintenance,Low,Open,14,,False,202.42,VEND-001,Rapid Repair Co,True
WO-0001293,PROP-0062,TEN-00763,2025-03-24,2025-03-28,Tenant Request,Medium,Closed,7,4,False,1388.63,VEND-003,Metro Mechanical,True
WO-0001294,PROP-0062,TEN-00768,2025-04-02,2025-04-04,Security,High,Closed,3,2,False,724.2,VEND-004,Ace Plumbing,True
WO-0001295,PROP-0062,TEN-00755,2025-05-21,2025-05-22,Tenant Request,High,Closed,3,1,False,3547.88,VEND-012,Sparkle Janitorial,True
WO-0001296,PROP-0062,,2025-07-01,2025-07-04,Tenant Request,Medium,Closed,7,3,False,337.59,VEND-004,Ace Plumbing,True
WO-0001297,PROP-0062,TEN-00762,2025-07-07,2025-07-16,Preventive Maintenance,Low,Closed,14,9,False,154.19,VEND-012,Sparkle Janitorial,True
WO-0001298,PROP-0062,TEN-00752,2025-07-06,2025-07-26,Tenant Request,Medium,Closed,7,20,True,275.66,VEND-001,Rapid Repair Co,True
WO-0001299,PROP-0062,TEN-00765,2025-08-01,2025-08-05,Common Area,Medium,Closed,7,4,False,79.35,VEND-004,Ace Plumbing,True
WO-0001300,PROP-0062,,2025-08-13,2025-08-19,Security,Medium,Closed,7,6,False,230.5,VEND-004,Ace Plumbing,True
WO-0001301,PROP-0062,TEN-00761,2025-08-16,2025-08-28,HVAC,Low,Closed,14,12,False,469.68,VEND-003,Metro Mechanical,True
WO-0001302,PROP-0062,TEN-00755,2025-09-10,2025-09-15,Common Area,Low,Closed,14,5,False,266.15,VEND-011,CleanCore Services,True
WO-0001303,PROP-0062,TEN-00762,2025-10-20,2025-10-31,Plumbing,Low,Closed,14,11,False,156.75,VEND-012,Sparkle Janitorial,True
WO-0001304,PROP-0062,TEN-00758,2025-11-26,,HVAC,Medium,In Progress,7,,False,198.45,VEND-009,Guardian Security,True
WO-0001305,PROP-0062,TEN-00758,2025-11-23,2025-11-26,Security,Medium,Closed,7,3,False,358.92,VEND-003,Metro Mechanical,True
WO-0001306,PROP-0062,,2025-11-13,,Tenant Request,Low,Open,14,,False,81.0,VEND-012,Sparkle Janitorial,True
WO-0001307,PROP-0062,TEN-00756,2025-12-14,2025-12-16,Preventive Maintenance,High,Closed,3,2,False,699.22,VEND-012,Sparkle Janitorial,True
WO-0001308,PROP-0063,TEN-00782,2025-01-17,,Plumbing,Low,In Progress,14,,False,373.51,VEND-002,Skyline Maintenance,True
WO-0001309,PROP-0063,TEN-00771,2025-01-22,2025-01-26,Tenant Request,Low,Closed,14,4,False,50.0,VEND-003,Metro Mechanical,True
WO-0001310,PROP-0063,TEN-00771,2025-03-17,2025-04-11,Janitorial,Low,Closed,14,25,True,355.07,VEND-002,Skyline Maintenance,True
WO-0001311,PROP-0063,TEN-00773,2025-04-13,2025-04-20,Tenant Request,Medium,Closed,7,7,False,578.9,VEND-009,Guardian Security,True
WO-0001312,PROP-0063,,2025-04-16,,Common Area,High,In Progress,3,,True,991.9,VEND-009,Guardian Security,True
WO-0001313,PROP-0063,TEN-00776,2025-05-17,2025-05-21,Electrical,Medium,Closed,7,4,False,913.86,VEND-011,CleanCore Services,True
WO-0001314,PROP-0063,TEN-00780,2025-06-07,2025-06-13,Electrical,Medium,Closed,7,6,False,181.54,VEND-004,Ace Plumbing,True
WO-0001315,PROP-0063,TEN-00782,2025-08-13,2025-08-18,Elevator,Medium,Closed,7,5,False,108.23,VEND-010,FrontDesk Patrol,True
WO-0001316,PROP-0063,TEN-00772,2025-09-07,2025-09-10,Common Area,Medium,Closed,7,3,False,662.71,VEND-005,Bright Electric,True
WO-0001317,PROP-0063,,2025-09-24,2025-10-01,Plumbing,Medium,Closed,7,7,False,442.6,VEND-010,FrontDesk Patrol,True
WO-0001318,PROP-0063,TEN-00776,2025-10-05,2025-10-14,Electrical,Medium,Closed,7,9,True,213.34,VEND-005,Bright Electric,True
WO-0001319,PROP-0063,TEN-00773,2025-11-01,2025-11-05,Elevator,Medium,Closed,7,4,False,124.89,VEND-001,Rapid Repair Co,True
WO-0001320,PROP-0063,TEN-00776,2025-12-08,2025-12-11,Electrical,Low,Closed,14,3,False,272.61,VEND-005,Bright Electric,True
WO-0001321,PROP-0063,,2025-12-26,2026-01-11,Common Area,Low,Closed,14,16,True,172.44,VEND-005,Bright Electric,True
WO-0001322,PROP-0064,TEN-00785,2025-01-13,2025-01-15,Common Area,Low,Closed,14,2,False,295.94,VEND-002,Skyline Maintenance,True
WO-0001323,PROP-0064,TEN-00784,2025-01-01,2025-01-02,Plumbing,Critical,Closed,1,1,False,3076.23,VEND-001,Rapid Repair Co,True
WO-0001324,PROP-0064,TEN-00784,2025-01-20,2025-02-04,Plumbing,Medium,Closed,7,15,True,610.29,VEND-004,Ace Plumbing,True
WO-0001325,PROP-0064,,2025-02-28,2025-03-12,Janitorial,Low,Closed,14,12,False,154.57,VEND-004,Ace Plumbing,True
WO-0001326,PROP-0064,,2025-02-12,2025-02-14,Plumbing,High,Closed,3,2,False,1040.8,VEND-012,Sparkle Janitorial,True
WO-0001327,PROP-0064,TEN-00785,2025-04-08,2025-04-22,HVAC,Low,Closed,14,14,False,65.08,VEND-010,FrontDesk Patrol,True
WO-0001328,PROP-0064,TEN-00784,2025-04-02,2025-04-22,Tenant Request,Medium,Closed,7,20,True,201.35,VEND-012,Sparkle Janitorial,True
WO-0001329,PROP-0064,,2025-05-17,,HVAC,Low,In Progress,14,,False,134.01,VEND-003,Metro Mechanical,True
WO-0001330,PROP-0064,TEN-00784,2025-05-04,2025-05-17,HVAC,Low,Closed,14,13,False,263.78,VEND-010,FrontDesk Patrol,True
WO-0001331,PROP-0064,TEN-00784,2025-07-23,2025-07-30,Plumbing,Low,Closed,14,7,False,473.69,VEND-010,FrontDesk Patrol,True
WO-0001332,PROP-0064,TEN-00783,2025-07-23,2025-07-24,Plumbing,High,Closed,3,1,False,948.71,VEND-010,FrontDesk Patrol,True
WO-0001333,PROP-0064,,2025-08-14,,HVAC,Medium,In Progress,7,,False,457.93,VEND-010,FrontDesk Patrol,True
WO-0001334,PROP-0064,TEN-00784,2025-09-21,2025-09-22,Preventive Maintenance,High,Closed,3,1,False,164.66,VEND-011,CleanCore Services,True
WO-0001335,PROP-0064,TEN-00784,2025-09-03,2025-09-09,Security,Medium,Closed,7,6,False,468.42,VEND-004,Ace Plumbing,True
WO-0001336,PROP-0064,,2025-09-28,,Plumbing,Low,Open,14,,False,263.69,VEND-003,Metro Mechanical,True
WO-0001337,PROP-0064,TEN-00784,2025-09-17,2025-09-23,Common Area,Low,Closed,14,6,False,180.75,VEND-011,CleanCore Services,True
WO-0001338,PROP-0064,TEN-00785,2025-12-23,2026-01-14,Tenant Request,Medium,Closed,7,22,True,457.94,VEND-001,Rapid Repair Co,True
WO-0001339,PROP-0064,TEN-00785,2025-12-04,2025-12-07,Electrical,High,Closed,3,3,False,633.89,VEND-011,CleanCore Services,True
WO-0001340,PROP-0064,,2025-12-22,2025-12-23,Preventive Maintenance,Critical,Closed,1,1,False,3559.98,VEND-011,CleanCore Services,True
WO-0001341,PROP-0065,TEN-00786,2025-01-08,,Electrical,Medium,Open,7,,False,523.01,VEND-004,Ace Plumbing,True
WO-0001342,PROP-0065,TEN-00788,2025-02-17,2025-02-22,HVAC,Low,Closed,14,5,False,319.23,VEND-003,Metro Mechanical,True
WO-0001343,PROP-0065,TEN-00793,2025-02-13,2025-02-20,Electrical,Critical,Closed,1,7,True,5131.76,VEND-011,CleanCore Services,True
WO-0001344,PROP-0065,TEN-00790,2025-02-08,2025-02-18,Elevator,Low,Closed,14,10,False,207.99,VEND-001,Rapid Repair Co,True
WO-0001345,PROP-0065,,2025-02-05,2025-02-06,Plumbing,Low,Closed,14,1,False,550.6,VEND-001,Rapid Repair Co,True
WO-0001346,PROP-0065,,2025-06-13,2025-06-15,Electrical,High,Closed,3,2,False,1646.04,VEND-009,Guardian Security,True
WO-0001347,PROP-0065,,2025-06-17,2025-06-18,Plumbing,Critical,Closed,1,1,False,1802.26,VEND-002,Skyline Maintenance,True
WO-0001348,PROP-0065,TEN-00791,2025-07-24,2025-07-26,HVAC,High,Closed,3,2,False,251.72,VEND-002,Skyline Maintenance,True
WO-0001349,PROP-0065,TEN-00788,2025-07-16,2025-07-19,Tenant Request,Low,Closed,14,3,False,373.15,VEND-003,Metro Mechanical,True
WO-0001350,PROP-0065,,2025-07-05,2025-07-06,Security,Medium,Closed,7,1,False,952.57,VEND-004,Ace Plumbing,True
WO-0001351,PROP-0065,,2025-09-26,,Preventive Maintenance,Critical,In Progress,1,,True,2544.67,VEND-004,Ace Plumbing,True
WO-0001352,PROP-0065,TEN-00790,2025-09-26,,Janitorial,Medium,In Progress,7,,False,554.53,VEND-002,Skyline Maintenance,True
WO-0001353,PROP-0065,,2025-09-19,2025-09-27,Security,Low,Closed,14,8,False,305.42,VEND-001,Rapid Repair Co,True
WO-0001354,PROP-0065,TEN-00793,2025-09-10,2025-09-15,Security,Low,Closed,14,5,False,469.04,VEND-009,Guardian Security,True
WO-0001355,PROP-0065,TEN-00792,2025-10-25,2025-10-27,Tenant Request,Medium,Closed,7,2,False,231.93,VEND-004,Ace Plumbing,True
WO-0001356,PROP-0065,,2025-10-06,2025-10-07,Plumbing,High,Closed,3,1,False,857.1,VEND-004,Ace Plumbing,True
WO-0001357,PROP-0065,,2025-10-19,2025-10-20,Preventive Maintenance,Critical,Closed,1,1,False,6898.51,VEND-011,CleanCore Services,True
WO-0001358,PROP-0065,TEN-00790,2025-12-27,2025-12-28,Common Area,Critical,Closed,1,1,False,2201.05,VEND-011,CleanCore Services,True
WO-0001359,PROP-0065,TEN-00786,2025-12-13,,Electrical,High,In Progress,3,,True,3121.31,VEND-004,Ace Plumbing,True
WO-0001360,PROP-0065,TEN-00791,2025-12-20,2025-12-22,Elevator,Medium,Closed,7,2,False,487.68,VEND-012,Sparkle Janitorial,True
WO-0001361,PROP-0066,TEN-00806,2025-01-05,2025-01-11,Janitorial,Medium,Closed,7,6,False,284.46,VEND-012,Sparkle Janitorial,True
WO-0001362,PROP-0066,,2025-02-06,2025-02-07,Common Area,Medium,Closed,7,1,False,726.93,VEND-003,Metro Mechanical,True
WO-0001363,PROP-0066,TEN-00801,2025-02-10,2025-02-13,Elevator,Medium,Closed,7,3,False,50.0,VEND-001,Rapid Repair Co,True
WO-0001364,PROP-0066,,2025-03-25,2025-04-01,Plumbing,Medium,Closed,7,7,False,584.97,VEND-001,Rapid Repair Co,True
WO-0001365,PROP-0066,TEN-00804,2025-03-06,2025-03-14,Security,Low,Closed,14,8,False,298.91,VEND-001,Rapid Repair Co,True
WO-0001366,PROP-0066,,2025-03-20,,Plumbing,Medium,Open,7,,False,347.14,VEND-002,Skyline Maintenance,True
WO-0001367,PROP-0066,TEN-00803,2025-03-04,2025-03-27,Plumbing,Low,Closed,14,23,True,270.65,VEND-004,Ace Plumbing,True
WO-0001368,PROP-0066,TEN-00801,2025-05-10,2025-05-14,Common Area,Medium,Closed,7,4,False,294.15,VEND-010,FrontDesk Patrol,True
WO-0001369,PROP-0066,,2025-06-12,2025-06-22,Janitorial,Low,Closed,14,10,False,122.86,VEND-002,Skyline Maintenance,True
WO-0001370,PROP-0066,TEN-00802,2025-07-05,,Preventive Maintenance,Low,In Progress,14,,False,322.67,VEND-005,Bright Electric,True
WO-0001371,PROP-0066,TEN-00798,2025-08-17,2025-08-24,Electrical,Medium,Closed,7,7,False,863.45,VEND-011,CleanCore Services,True
WO-0001372,PROP-0066,TEN-00801,2025-08-04,2025-08-05,Elevator,Medium,Closed,7,1,False,207.19,VEND-002,Skyline Maintenance,True
WO-0001373,PROP-0066,TEN-00797,2025-09-24,2025-09-26,Plumbing,High,Closed,3,2,False,3676.33,VEND-010,FrontDesk Patrol,True
WO-0001374,PROP-0066,,2025-10-22,2025-10-24,Elevator,Low,Closed,14,2,False,363.27,VEND-005,Bright Electric,True
WO-0001375,PROP-0066,,2025-10-18,2025-11-16,Security,Low,Closed,14,29,True,176.97,VEND-012,Sparkle Janitorial,True
WO-0001376,PROP-0066,,2025-10-12,2025-10-17,Common Area,Low,Closed,14,5,False,267.37,VEND-001,Rapid Repair Co,True
WO-0001377,PROP-0067,,2025-02-13,,Security,Medium,Open,7,,False,88.72,VEND-003,Metro Mechanical,True
WO-0001378,PROP-0067,TEN-00810,2025-02-18,2025-02-26,HVAC,Low,Closed,14,8,False,470.17,VEND-011,CleanCore Services,True
WO-0001379,PROP-0067,TEN-00807,2025-02-08,2025-02-11,Common Area,High,Closed,3,3,False,446.88,VEND-004,Ace Plumbing,True
WO-0001380,PROP-0067,TEN-00812,2025-02-03,,Preventive Maintenance,Low,In Progress,14,,False,314.2,VEND-011,CleanCore Services,True
WO-0001381,PROP-0067,,2025-02-07,,Elevator,High,Open,3,,True,1854.27,VEND-004,Ace Plumbing,True
WO-0001382,PROP-0067,TEN-00817,2025-04-23,2025-04-27,Tenant Request,Medium,Closed,7,4,False,239.65,VEND-009,Guardian Security,True
WO-0001383,PROP-0067,TEN-00816,2025-05-06,2025-05-11,Security,Medium,Closed,7,5,False,475.76,VEND-011,CleanCore Services,True
WO-0001384,PROP-0067,TEN-00812,2025-06-13,2025-06-20,HVAC,Medium,Closed,7,7,False,67.3,VEND-010,FrontDesk Patrol,True
WO-0001385,PROP-0067,TEN-00812,2025-06-09,,HVAC,High,Open,3,,True,88.59,VEND-009,Guardian Security,True
WO-0001386,PROP-0067,TEN-00817,2025-07-02,2025-07-11,Elevator,Low,Closed,14,9,False,151.77,VEND-011,CleanCore Services,True
WO-0001387,PROP-0067,TEN-00809,2025-07-01,2025-07-03,Tenant Request,High,Closed,3,2,False,1107.88,VEND-005,Bright Electric,True
WO-0001388,PROP-0067,TEN-00817,2025-07-11,2025-07-23,Security,Critical,Closed,1,12,True,2844.12,VEND-010,FrontDesk Patrol,True
WO-0001389,PROP-0067,TEN-00815,2025-07-12,2025-07-19,Electrical,Low,Closed,14,7,False,302.12,VEND-002,Skyline Maintenance,True
WO-0001390,PROP-0067,TEN-00810,2025-09-23,2025-09-25,HVAC,Medium,Closed,7,2,False,303.82,VEND-001,Rapid Repair Co,True
WO-0001391,PROP-0067,TEN-00812,2025-09-09,,Elevator,Medium,Open,7,,False,514.45,VEND-011,CleanCore Services,True
WO-0001392,PROP-0067,,2025-11-09,2025-11-15,HVAC,High,Closed,3,6,True,963.83,VEND-009,Guardian Security,True
WO-0001393,PROP-0067,,2025-11-08,2025-11-13,Security,Medium,Closed,7,5,False,733.66,VEND-002,Skyline Maintenance,True
WO-0001394,PROP-0067,,2025-11-13,2025-11-25,Security,Low,Closed,14,12,False,351.79,VEND-001,Rapid Repair Co,True
WO-0001395,PROP-0068,TEN-00831,2025-01-11,2025-01-15,Common Area,Low,Closed,14,4,False,91.81,VEND-002,Skyline Maintenance,True
WO-0001396,PROP-0068,TEN-00824,2025-01-27,2025-02-10,Preventive Maintenance,Low,Closed,14,14,False,111.75,VEND-003,Metro Mechanical,True
WO-0001397,PROP-0068,TEN-00826,2025-01-01,2025-01-19,Preventive Maintenance,Medium,Closed,7,18,True,98.61,VEND-003,Metro Mechanical,True
WO-0001398,PROP-0068,TEN-00830,2025-05-10,,HVAC,Low,In Progress,14,,False,162.02,VEND-005,Bright Electric,True
WO-0001399,PROP-0068,,2025-08-13,2025-08-20,Preventive Maintenance,Medium,Closed,7,7,False,229.46,VEND-010,FrontDesk Patrol,True
WO-0001400,PROP-0068,TEN-00827,2025-08-17,2025-08-20,Plumbing,Low,Closed,14,3,False,234.67,VEND-001,Rapid Repair Co,True
WO-0001401,PROP-0068,TEN-00822,2025-09-18,2025-10-08,Janitorial,Medium,Closed,7,20,True,398.69,VEND-012,Sparkle Janitorial,True
WO-0001402,PROP-0068,TEN-00820,2025-09-17,,HVAC,Medium,In Progress,7,,False,1287.22,VEND-010,FrontDesk Patrol,True
WO-0001403,PROP-0068,TEN-00823,2025-10-26,2025-10-27,Electrical,Medium,Closed,7,1,False,66.95,VEND-009,Guardian Security,True
WO-0001404,PROP-0068,TEN-00818,2025-10-05,2025-10-08,Plumbing,Medium,Closed,7,3,False,504.29,VEND-002,Skyline Maintenance,True
WO-0001405,PROP-0068,,2025-12-10,,Plumbing,Medium,In Progress,7,,False,454.0,VEND-004,Ace Plumbing,True
WO-0001406,PROP-0069,TEN-00835,2025-01-10,2025-01-11,HVAC,High,Closed,3,1,False,1847.89,VEND-011,CleanCore Services,True
WO-0001407,PROP-0069,,2025-02-20,2025-03-05,Common Area,Low,Closed,14,13,False,86.88,VEND-010,FrontDesk Patrol,True
WO-0001408,PROP-0069,,2025-02-26,,Preventive Maintenance,Low,Open,14,,False,202.72,VEND-009,Guardian Security,True
WO-0001409,PROP-0069,TEN-00834,2025-02-21,2025-02-26,Security,Medium,Closed,7,5,False,134.67,VEND-002,Skyline Maintenance,True
WO-0001410,PROP-0069,TEN-00835,2025-02-08,2025-02-13,Elevator,Low,Closed,14,5,False,202.49,VEND-012,Sparkle Janitorial,True
WO-0001411,PROP-0069,,2025-02-14,2025-02-21,Security,Medium,Closed,7,7,False,745.9,VEND-009,Guardian Security,True
WO-0001412,PROP-0069,TEN-00836,2025-03-01,2025-03-05,Tenant Request,Medium,Closed,7,4,False,1128.07,VEND-004,Ace Plumbing,True
WO-0001413,PROP-0069,TEN-00837,2025-03-18,,Elevator,Critical,In Progress,1,,True,1240.01,VEND-003,Metro Mechanical,True
WO-0001414,PROP-0069,,2025-03-20,2025-03-24,Security,Medium,Closed,7,4,False,188.88,VEND-009,Guardian Security,True
WO-0001415,PROP-0069,TEN-00837,2025-04-24,2025-04-26,Security,Medium,Closed,7,2,False,219.32,VEND-010,FrontDesk Patrol,True
WO-0001416,PROP-0069,TEN-00838,2025-04-02,2025-04-03,Plumbing,High,Closed,3,1,False,349.88,VEND-011,CleanCore Services,True
WO-0001417,PROP-0069,TEN-00835,2025-05-01,2025-05-04,Janitorial,High,Closed,3,3,False,753.84,VEND-009,Guardian Security,True
WO-0001418,PROP-0069,,2025-05-21,2025-05-25,Janitorial,Low,Closed,14,4,False,363.95,VEND-005,Bright Electric,True
WO-0001419,PROP-0069,,2025-05-05,2025-05-10,Tenant Request,Medium,Closed,7,5,False,682.9,VEND-004,Ace Plumbing,True
WO-0001420,PROP-0069,,2025-06-01,2025-06-12,Tenant Request,High,Closed,3,11,True,1867.68,VEND-011,CleanCore Services,True
WO-0001421,PROP-0069,TEN-00832,2025-06-26,2025-06-29,Electrical,Low,Closed,14,3,False,106.42,VEND-010,FrontDesk Patrol,True
WO-0001422,PROP-0069,TEN-00837,2025-06-28,2025-07-03,Electrical,Medium,Closed,7,5,False,365.08,VEND-005,Bright Electric,True
WO-0001423,PROP-0069,,2025-07-01,2025-07-07,Elevator,Low,Closed,14,6,False,387.31,VEND-001,Rapid Repair Co,True
WO-0001424,PROP-0069,TEN-00839,2025-09-07,2025-09-10,Electrical,High,Closed,3,3,False,1883.27,VEND-004,Ace Plumbing,True
WO-0001425,PROP-0069,TEN-00841,2025-09-02,2025-09-03,Elevator,High,Closed,3,1,False,408.99,VEND-011,CleanCore Services,True
WO-0001426,PROP-0069,TEN-00838,2025-09-23,2025-10-04,Common Area,Medium,Closed,7,11,True,190.41,VEND-004,Ace Plumbing,True
WO-0001427,PROP-0069,TEN-00835,2025-09-08,2025-09-21,Elevator,Low,Closed,14,13,False,146.31,VEND-003,Metro Mechanical,True
WO-0001428,PROP-0069,,2025-09-08,2025-09-22,Elevator,Low,Closed,14,14,False,204.25,VEND-003,Metro Mechanical,True
WO-0001429,PROP-0069,TEN-00837,2025-10-27,2025-11-07,Electrical,Low,Closed,14,11,False,129.22,VEND-012,Sparkle Janitorial,True
WO-0001430,PROP-0069,,2025-11-21,,Janitorial,Low,In Progress,14,,False,216.38,VEND-010,FrontDesk Patrol,True
WO-0001431,PROP-0069,TEN-00836,2025-11-13,,Janitorial,Medium,In Progress,7,,False,218.28,VEND-002,Skyline Maintenance,True
WO-0001432,PROP-0069,,2025-12-07,2025-12-11,HVAC,Low,Closed,14,4,False,537.13,VEND-005,Bright Electric,True
WO-0001433,PROP-0069,TEN-00840,2025-12-20,,Common Area,High,Open,3,,True,1354.58,VEND-002,Skyline Maintenance,True
WO-0001434,PROP-0070,,2025-03-20,2025-03-26,Elevator,Medium,Closed,7,6,False,561.2,VEND-001,Rapid Repair Co,True
WO-0001435,PROP-0070,TEN-00856,2025-05-09,,HVAC,Medium,Open,7,,False,620.08,VEND-003,Metro Mechanical,True
WO-0001436,PROP-0070,TEN-00850,2025-05-07,,Common Area,Medium,Open,7,,False,268.98,VEND-003,Metro Mechanical,True
WO-0001437,PROP-0070,TEN-00848,2025-05-18,2025-05-21,Security,Medium,Closed,7,3,False,201.9,VEND-012,Sparkle Janitorial,True
WO-0001438,PROP-0070,TEN-00859,2025-05-04,2025-05-24,Electrical,Medium,Closed,7,20,True,322.37,VEND-010,FrontDesk Patrol,True
WO-0001439,PROP-0070,TEN-00858,2025-05-16,2025-06-04,Janitorial,Low,Closed,14,19,True,286.62,VEND-005,Bright Electric,True
WO-0001440,PROP-0070,TEN-00847,2025-07-27,2025-07-30,Security,Low,Closed,14,3,False,227.84,VEND-003,Metro Mechanical,True
WO-0001441,PROP-0070,,2025-07-26,,Elevator,Low,Open,14,,False,328.12,VEND-011,CleanCore Services,True
WO-0001442,PROP-0070,TEN-00844,2025-09-05,2025-09-07,Preventive Maintenance,High,Closed,3,2,False,1086.02,VEND-011,CleanCore Services,True
WO-0001443,PROP-0070,,2025-12-08,2025-12-09,HVAC,Low,Closed,14,1,False,65.98,VEND-010,FrontDesk Patrol,True
WO-0001444,PROP-0070,TEN-00847,2025-12-10,,Plumbing,Medium,In Progress,7,,False,299.0,VEND-001,Rapid Repair Co,True
WO-0001445,PROP-0070,TEN-00854,2025-12-27,2025-12-28,Preventive Maintenance,Critical,Closed,1,1,False,3137.24,VEND-002,Skyline Maintenance,True
WO-0001446,PROP-0071,TEN-00864,2025-01-08,2025-01-12,Electrical,Low,Closed,14,4,False,352.7,VEND-004,Ace Plumbing,True
WO-0001447,PROP-0071,,2025-03-22,2025-03-25,Elevator,Low,Closed,14,3,False,176.02,VEND-003,Metro Mechanical,True
WO-0001448,PROP-0071,,2025-04-12,,Tenant Request,Low,Open,14,,False,50.0,VEND-009,Guardian Security,True
WO-0001449,PROP-0071,TEN-00865,2025-04-10,2025-04-20,Janitorial,Medium,Closed,7,10,True,913.65,VEND-012,Sparkle Janitorial,True
WO-0001450,PROP-0071,TEN-00861,2025-04-22,2025-04-24,HVAC,Medium,Closed,7,2,False,210.85,VEND-004,Ace Plumbing,True
WO-0001451,PROP-0071,TEN-00863,2025-05-05,2025-05-07,Security,Medium,Closed,7,2,False,314.91,VEND-012,Sparkle Janitorial,True
WO-0001452,PROP-0071,,2025-05-20,2025-05-30,Plumbing,Low,Closed,14,10,False,235.55,VEND-009,Guardian Security,True
WO-0001453,PROP-0071,TEN-00860,2025-06-14,2025-06-15,Common Area,High,Closed,3,1,False,933.89,VEND-012,Sparkle Janitorial,True
WO-0001454,PROP-0071,,2025-07-17,2025-07-18,Elevator,High,Closed,3,1,False,1936.95,VEND-009,Guardian Security,True
WO-0001455,PROP-0071,TEN-00860,2025-07-18,2025-07-20,Elevator,Medium,Closed,7,2,False,785.57,VEND-002,Skyline Maintenance,True
WO-0001456,PROP-0071,TEN-00861,2025-08-13,2025-08-14,Elevator,High,Closed,3,1,False,1709.27,VEND-011,CleanCore Services,True
WO-0001457,PROP-0071,TEN-00864,2025-09-17,2025-09-25,Electrical,Low,Closed,14,8,False,93.26,VEND-009,Guardian Security,True
WO-0001458,PROP-0071,TEN-00864,2025-09-02,2025-09-05,Common Area,Low,Closed,14,3,False,180.26,VEND-002,Skyline Maintenance,True
WO-0001459,PROP-0071,,2025-10-08,2025-10-10,Security,Medium,Closed,7,2,False,279.6,VEND-001,Rapid Repair Co,True
WO-0001460,PROP-0071,TEN-00864,2025-11-01,2025-11-04,Elevator,Medium,Closed,7,3,False,100.48,VEND-011,CleanCore Services,True
WO-0001461,PROP-0071,,2025-12-02,2025-12-11,HVAC,Medium,Closed,7,9,True,225.07,VEND-009,Guardian Security,True
WO-0001462,PROP-0071,,2025-12-06,2025-12-12,Tenant Request,Medium,Closed,7,6,False,168.74,VEND-012,Sparkle Janitorial,True
WO-0001463,PROP-0072,TEN-00880,2025-01-14,2025-01-17,Common Area,High,Closed,3,3,False,3285.4,VEND-004,Ace Plumbing,True
WO-0001464,PROP-0072,TEN-00878,2025-02-04,2025-02-25,Electrical,Low,Closed,14,21,True,175.07,VEND-003,Metro Mechanical,True
WO-0001465,PROP-0072,TEN-00879,2025-02-15,2025-02-28,Tenant Request,Low,Closed,14,13,False,50.0,VEND-010,FrontDesk Patrol,True
WO-0001466,PROP-0072,TEN-00880,2025-04-11,2025-04-12,Preventive Maintenance,High,Closed,3,1,False,812.36,VEND-004,Ace Plumbing,True
